payloadsize	sign	verify
1780	0.0000065300	0.0000003670
1790	0.0000064800	0.0000003710
1800	0.0000065300	0.0000003820
1810	0.0000064900	0.0000003700
1820	0.0000065000	0.0000003750
1830	0.0000064900	0.0000003730
1840	0.0000065600	0.0000003690
1850	0.0000065300	0.0000003740
1860	0.0000065700	0.0000003690
1870	0.0000065300	0.0000003790
1880	0.0000065500	0.0000003690
1890	0.0000065600	0.0000003800
1900	0.0000065700	0.0000003740
1910	0.0000065000	0.0000003750
1920	0.0000065100	0.0000003700
1930	0.0000065100	0.0000003760
1940	0.0000064900	0.0000003670
1950	0.0000064700	0.0000003770
1960	0.0000065400	0.0000003780
1970	0.0000065500	0.0000003710
1980	0.0000065200	0.0000003780
1990	0.0000065600	0.0000003780
2000	0.0000065000	0.0000003710
2010	0.0000065200	0.0000003780
2020	0.0000065500	0.0000003800
2030	0.0000064800	0.0000003790
2040	0.0000064900	0.0000003780
2050	0.0000064700	0.0000003840
2060	0.0000065000	0.0000003800
2070	0.0000065100	0.0000003700
2080	0.0000065700	0.0000003800
2090	0.0000065200	0.0000003700
2100	0.0000064900	0.0000003780
2110	0.0000064700	0.0000003750
2120	0.0000065000	0.0000003750
2130	0.0000064800	0.0000003870
2140	0.0000065700	0.0000003750
2150	0.0000065000	0.0000003770
2160	0.0000064800	0.0000003720
2170	0.0000064900	0.0000003700
2180	0.0000064800	0.0000003700
2190	0.0000065600	0.0000003780
2200	0.0000065000	0.0000003730
2210	0.0000065400	0.0000003830
2220	0.0000065100	0.0000003730
2230	0.0000065000	0.0000003840
2240	0.0000064800	0.0000003720
2250	0.0000065000	0.0000003820
2260	0.0000066700	0.0000003770
2270	0.0000065300	0.0000003740
2280	0.0000065400	0.0000003720
2290	0.0000065200	0.0000003690
2300	0.0000065700	0.0000003850
2310	0.0000065500	0.0000003780
2320	0.0000064800	0.0000003800
2330	0.0000064800	0.0000003720
2340	0.0000065200	0.0000003820
2350	0.0000065400	0.0000003780
2360	0.0000065100	0.0000003800
2370	0.0000065100	0.0000003800
2380	0.0000065500	0.0000003750
2390	0.0000064900	0.0000003690
2400	0.0000064700	0.0000003750
2410	0.0000065200	0.0000003780
2420	0.0000065300	0.0000003720
2430	0.0000064800	0.0000003760
2440	0.0000065000	0.0000003750
2450	0.0000064900	0.0000003720
2460	0.0000064900	0.0000003770
2470	0.0000064800	0.0000003780
2480	0.0000064900	0.0000003740
2490	0.0000064900	0.0000003880
2500	0.0000065000	0.0000003770
2510	0.0000064900	0.0000003740
2520	0.0000064800	0.0000003810
2530	0.0000064800	0.0000003840
2540	0.0000065200	0.0000003890
2550	0.0000065300	0.0000003780
2560	0.0000065300	0.0000003760
2570	0.0000065300	0.0000003770
2580	0.0000065600	0.0000003840
2590	0.0000065500	0.0000003730
2600	0.0000065200	0.0000003730
2610	0.0000065100	0.0000003790
2620	0.0000064700	0.0000003820
2630	0.0000064900	0.0000003720
2640	0.0000065000	0.0000003920
2650	0.0000065200	0.0000003860
2660	0.0000064800	0.0000003820
2670	0.0000065100	0.0000003800
2680	0.0000064900	0.0000003800
2690	0.0000064900	0.0000003800
2700	0.0000064700	0.0000003740
2710	0.0000065000	0.0000003830
2720	0.0000064800	0.0000003850
2730	0.0000065200	0.0000003780
2740	0.0000065200	0.0000003770
2750	0.0000065100	0.0000003770
2760	0.0000065100	0.0000003830
2770	0.0000065100	0.0000003800
2780	0.0000065000	0.0000003780
2790	0.0000064900	0.0000003920
2800	0.0000064800	0.0000003770
2810	0.0000065100	0.0000003810
2820	0.0000064600	0.0000003740
2830	0.0000065100	0.0000003770
2840	0.0000064800	0.0000003800
2850	0.0000064900	0.0000003810
2860	0.0000065400	0.0000003930
2870	0.0000065500	0.0000003820
2880	0.0000064900	0.0000003820
2890	0.0000065600	0.0000003790
2900	0.0000065500	0.0000003790
2910	0.0000065100	0.0000003760
2920	0.0000064700	0.0000003780
2930	0.0000064700	0.0000003790
2940	0.0000065400	0.0000003840
2950	0.0000064900	0.0000003810
2960	0.0000065200	0.0000003860
2970	0.0000065100	0.0000003780
2980	0.0000065300	0.0000003860
2990	0.0000064800	0.0000003770
3000	0.0000065100	0.0000003800
3010	0.0000064600	0.0000003780
3020	0.0000065000	0.0000003810
3030	0.0000065500	0.0000003870
3040	0.0000065300	0.0000003840
3050	0.0000064800	0.0000003780
3060	0.0000065100	0.0000003810
3070	0.0000064900	0.0000003820
3080	0.0000064800	0.0000003770
3090	0.0000064900	0.0000003820
3100	0.0000064800	0.0000003760
3110	0.0000065300	0.0000003890
3120	0.0000065100	0.0000003810
3130	0.0000065000	0.0000003810
3140	0.0000065000	0.0000003790
3150	0.0000065200	0.0000003790
3160	0.0000064800	0.0000003800
3170	0.0000065000	0.0000003900
3180	0.0000065700	0.0000003970
3190	0.0000065000	0.0000003920
3200	0.0000064900	0.0000003810
3210	0.0000064900	0.0000003810
3220	0.0000064700	0.0000003840
3230	0.0000065200	0.0000003840
3240	0.0000064900	0.0000003850
3250	0.0000065200	0.0000003800
3260	0.0000064900	0.0000003800
3270	0.0000065000	0.0000003880
3280	0.0000065000	0.0000004000
3290	0.0000065000	0.0000003820
3300	0.0000065000	0.0000003890
3310	0.0000065000	0.0000003830
3320	0.0000065000	0.0000003810
3330	0.0000064900	0.0000003780
3340	0.0000064800	0.0000003820
3350	0.0000065000	0.0000003830
3360	0.0000064800	0.0000003800
3370	0.0000065400	0.0000003860
3380	0.0000065100	0.0000003800
3390	0.0000065200	0.0000003810
3400	0.0000065500	0.0000003850
3410	0.0000065200	0.0000003880
3420	0.0000065000	0.0000003790
3430	0.0000064700	0.0000003830
3440	0.0000064900	0.0000003830
3450	0.0000064900	0.0000004070
3460	0.0000064800	0.0000003780
3470	0.0000065000	0.0000003780
3480	0.0000065000	0.0000003790
3490	0.0000065100	0.0000003840
3500	0.0000065500	0.0000003810
3510	0.0000065100	0.0000003820
3520	0.0000065100	0.0000004080
3530	0.0000065100	0.0000003810
3540	0.0000065000	0.0000003790
3550	0.0000065300	0.0000003800
3560	0.0000064600	0.0000003810
3570	0.0000065400	0.0000003840
3580	0.0000065300	0.0000003850
3590	0.0000065500	0.0000003840
3600	0.0000065600	0.0000003810
3610	0.0000064900	0.0000003860
3620	0.0000065300	0.0000003780
3630	0.0000065000	0.0000003860
3640	0.0000069500	0.0000003850
3650	0.0000065100	0.0000003790
3660	0.0000065000	0.0000003790
3670	0.0000064800	0.0000003880
3680	0.0000065000	0.0000003830
3690	0.0000065300	0.0000003820
3700	0.0000065300	0.0000003910
3710	0.0000065000	0.0000003830
3720	0.0000064800	0.0000003840
3730	0.0000065100	0.0000003850
3740	0.0000064900	0.0000003800
3750	0.0000065000	0.0000003870
3760	0.0000065000	0.0000003840
3770	0.0000064800	0.0000003820
3780	0.0000064900	0.0000003910
3790	0.0000064900	0.0000003840
3800	0.0000064800	0.0000003830
3810	0.0000065200	0.0000003820
3820	0.0000065000	0.0000003850
3830	0.0000064900	0.0000003900
3840	0.0000065000	0.0000003870
3850	0.0000065200	0.0000003870
3860	0.0000064900	0.0000003930
3870	0.0000065100	0.0000003870
3880	0.0000064900	0.0000003940
3890	0.0000065000	0.0000003860
3900	0.0000065100	0.0000003880
3910	0.0000064800	0.0000003880
3920	0.0000064800	0.0000003830
3930	0.0000065100	0.0000003810
3940	0.0000065300	0.0000003880
3950	0.0000065200	0.0000003840
3960	0.0000065400	0.0000003880
3970	0.0000065000	0.0000003950
3980	0.0000065400	0.0000003880
3990	0.0000065700	0.0000003920
4000	0.0000064700	0.0000003840
4010	0.0000065100	0.0000003800
4020	0.0000065000	0.0000003860
4030	0.0000065500	0.0000003890
4040	0.0000065700	0.0000003940
4050	0.0000065300	0.0000003860
4060	0.0000065300	0.0000003820
4070	0.0000065300	0.0000003920
4080	0.0000065000	0.0000003940
4090	0.0000064800	0.0000003820
4100	0.0000065200	0.0000003800
4110	0.0000065600	0.0000003870
4120	0.0000064600	0.0000003810
4130	0.0000064900	0.0000003900
4140	0.0000064700	0.0000003840
4150	0.0000065200	0.0000003870
4160	0.0000065100	0.0000003820
4170	0.0000064800	0.0000003860
4180	0.0000065000	0.0000003810
4190	0.0000064800	0.0000003910
4200	0.0000064900	0.0000003910
4210	0.0000065000	0.0000003950
4220	0.0000065100	0.0000003820
4230	0.0000065000	0.0000003880
4240	0.0000064800	0.0000003910
4250	0.0000064800	0.0000003910
4260	0.0000064800	0.0000003880
4270	0.0000064700	0.0000003860
4280	0.0000064800	0.0000003870
4290	0.0000065200	0.0000003920
4300	0.0000065000	0.0000003890
4310	0.0000065100	0.0000003920
4320	0.0000064800	0.0000003830
4330	0.0000065800	0.0000003820
4340	0.0000064500	0.0000003830
4350	0.0000064800	0.0000003930
4360	0.0000064800	0.0000003930
4370	0.0000064700	0.0000003880
4380	0.0000064900	0.0000003840
4390	0.0000064900	0.0000003800
4400	0.0000065000	0.0000003830
4410	0.0000064700	0.0000003890
4420	0.0000064800	0.0000003850
4430	0.0000064800	0.0000003870
4440	0.0000064900	0.0000003850
4450	0.0000064900	0.0000003850
4460	0.0000064800	0.0000003880
4470	0.0000065100	0.0000003800
4480	0.0000064500	0.0000003910
4490	0.0000065100	0.0000003850
4500	0.0000064900	0.0000003890
4510	0.0000065100	0.0000003860
4520	0.0000065000	0.0000003890
4530	0.0000065000	0.0000003920
4540	0.0000065100	0.0000003880
4550	0.0000065200	0.0000003880
4560	0.0000064800	0.0000004040
4570	0.0000065000	0.0000003920
4580	0.0000064900	0.0000003850
4590	0.0000065500	0.0000003930
4600	0.0000065100	0.0000003900
4610	0.0000065400	0.0000003920
4620	0.0000065500	0.0000003880
4630	0.0000065100	0.0000003910
4640	0.0000064400	0.0000004040
4650	0.0000064800	0.0000003900
4660	0.0000064800	0.0000003970
4670	0.0000064700	0.0000003860
4680	0.0000065600	0.0000003840
4690	0.0000065600	0.0000003900
4700	0.0000065000	0.0000003880
4710	0.0000064900	0.0000003960
4720	0.0000065000	0.0000003890
4730	0.0000066000	0.0000003980
4740	0.0000064900	0.0000003870
4750	0.0000065100	0.0000003900
4760	0.0000065000	0.0000003920
4770	0.0000065100	0.0000003890
4780	0.0000064600	0.0000003930
4790	0.0000064700	0.0000003960
4800	0.0000065200	0.0000003910
4810	0.0000065400	0.0000003900
4820	0.0000065500	0.0000003920
4830	0.0000065400	0.0000003900
4840	0.0000064500	0.0000003970
4850	0.0000064800	0.0000003890
4860	0.0000064800	0.0000003980
4870	0.0000065400	0.0000003890
4880	0.0000065500	0.0000003900
4890	0.0000065000	0.0000003960
4900	0.0000065700	0.0000003950
4910	0.0000065900	0.0000003920
4920	0.0000065400	0.0000003980
4930	0.0000065200	0.0000003950
4940	0.0000064800	0.0000003910
4950	0.0000065000	0.0000003910
4960	0.0000065000	0.0000003910
4970	0.0000065400	0.0000003900
4980	0.0000065500	0.0000003960
4990	0.0000065900	0.0000003960
5000	0.0000065200	0.0000003970
5010	0.0000065400	0.0000003910
5020	0.0000065500	0.0000003930
5030	0.0000065200	0.0000003970
5040	0.0000064700	0.0000003900
5050	0.0000065200	0.0000003930
5060	0.0000065400	0.0000003920
5070	0.0000065500	0.0000003940
5080	0.0000065700	0.0000003940
5090	0.0000065400	0.0000003980
5100	0.0000065000	0.0000003890
5110	0.0000065600	0.0000003870
5120	0.0000065500	0.0000003900
5130	0.0000065400	0.0000003940
5140	0.0000065600	0.0000003900
5150	0.0000065300	0.0000003920
5160	0.0000064900	0.0000004040
5170	0.0000065600	0.0000003870
5180	0.0000065600	0.0000003940
5190	0.0000065400	0.0000003980
5200	0.0000065300	0.0000003970
5210	0.0000065200	0.0000003940
5220	0.0000065000	0.0000003920
5230	0.0000065300	0.0000003890
5240	0.0000065000	0.0000004020
5250	0.0000065000	0.0000003970
5260	0.0000065100	0.0000003920
5270	0.0000065700	0.0000003920
5280	0.0000065400	0.0000004110
5290	0.0000064900	0.0000003980
5300	0.0000065500	0.0000003910
5310	0.0000065500	0.0000003910
5320	0.0000065200	0.0000003930
5330	0.0000064700	0.0000003880
5340	0.0000065000	0.0000003930
5350	0.0000065400	0.0000003900
5360	0.0000065200	0.0000003920
5370	0.0000065400	0.0000004020
5380	0.0000065000	0.0000003920
5390	0.0000065500	0.0000003980
5400	0.0000065200	0.0000003950
5410	0.0000065100	0.0000003960
5420	0.0000065100	0.0000003890
5430	0.0000065200	0.0000003930
5440	0.0000065100	0.0000003970
5450	0.0000064900	0.0000003910
5460	0.0000065200	0.0000003960
5470	0.0000065000	0.0000003920
5480	0.0000064900	0.0000003990
5490	0.0000065500	0.0000003920
5500	0.0000064900	0.0000003970
5510	0.0000064900	0.0000003960
5520	0.0000065400	0.0000004080
5530	0.0000065100	0.0000004000
5540	0.0000065300	0.0000003970
5550	0.0000065100	0.0000003940
5560	0.0000065200	0.0000003940
5570	0.0000064800	0.0000003980
5580	0.0000064800	0.0000003940
5590	0.0000064900	0.0000003980
5600	0.0000065000	0.0000003910
5610	0.0000065000	0.0000003970
5620	0.0000065500	0.0000003980
5630	0.0000065800	0.0000003980
5640	0.0000064800	0.0000003860
5650	0.0000064900	0.0000004030
5660	0.0000064800	0.0000003940
5670	0.0000064900	0.0000003960
5680	0.0000065100	0.0000003950
5690	0.0000065700	0.0000003920
5700	0.0000065800	0.0000003940
5710	0.0000065000	0.0000003930
5720	0.0000065300	0.0000004080
5730	0.0000064800	0.0000003970
5740	0.0000064400	0.0000003980
5750	0.0000064900	0.0000003990
5760	0.0000064800	0.0000003990
5770	0.0000065100	0.0000003980
5780	0.0000065200	0.0000004030
5790	0.0000064900	0.0000004040
5800	0.0000064800	0.0000003990
5810	0.0000065700	0.0000003980
5820	0.0000065400	0.0000004010
5830	0.0000065000	0.0000003980
5840	0.0000065200	0.0000003970
5850	0.0000065100	0.0000003980
5860	0.0000065200	0.0000003990
5870	0.0000065000	0.0000004040
5880	0.0000065700	0.0000003970
5890	0.0000065500	0.0000004100
5900	0.0000064900	0.0000003980
5910	0.0000065500	0.0000004010
5920	0.0000065200	0.0000003950
5930	0.0000065800	0.0000003980
5940	0.0000065600	0.0000004070
5950	0.0000065900	0.0000003980
5960	0.0000065400	0.0000004010
5970	0.0000065400	0.0000003960
5980	0.0000065600	0.0000003920
5990	0.0000065500	0.0000004010
6000	0.0000065700	0.0000004030
6010	0.0000065400	0.0000004000
6020	0.0000065100	0.0000004040
6030	0.0000064800	0.0000003990
6040	0.0000065200	0.0000003970
6050	0.0000065200	0.0000003950
6060	0.0000064900	0.0000003990
6070	0.0000065100	0.0000003960
6080	0.0000065000	0.0000003910
6090	0.0000065000	0.0000003970
6100	0.0000064900	0.0000004050
6110	0.0000065100	0.0000003980
6120	0.0000064800	0.0000003980
6130	0.0000065000	0.0000003920
6140	0.0000065500	0.0000003990
6150	0.0000065700	0.0000004060
6160	0.0000065400	0.0000003970
6170	0.0000065400	0.0000004050
6180	0.0000065500	0.0000004000
6190	0.0000065200	0.0000003990
6200	0.0000065000	0.0000003940
6210	0.0000064800	0.0000004040
6220	0.0000064900	0.0000003950
6230	0.0000065200	0.0000004070
6240	0.0000065200	0.0000003980
6250	0.0000065000	0.0000004060
6260	0.0000064900	0.0000003960
6270	0.0000064900	0.0000003940
6280	0.0000064800	0.0000003980
6290	0.0000065000	0.0000004030
6300	0.0000065200	0.0000003960
6310	0.0000064900	0.0000004030
6320	0.0000065400	0.0000004010
6330	0.0000065200	0.0000003990
6340	0.0000064700	0.0000003960
6350	0.0000064600	0.0000003980
6360	0.0000065100	0.0000004020
6370	0.0000065000	0.0000004010
6380	0.0000065200	0.0000004020
6390	0.0000065100	0.0000003960
6400	0.0000065100	0.0000003970
6410	0.0000065800	0.0000004030
6420	0.0000065700	0.0000004120
6430	0.0000065200	0.0000004010
6440	0.0000065100	0.0000004010
6450	0.0000065100	0.0000003950
6460	0.0000065400	0.0000004020
6470	0.0000065600	0.0000004020
6480	0.0000064900	0.0000004100
6490	0.0000065300	0.0000004020
6500	0.0000065200	0.0000004020
6510	0.0000065100	0.0000003970
6520	0.0000063200	0.0000003990
6530	0.0000065500	0.0000004080
6540	0.0000064900	0.0000003980
6550	0.0000065400	0.0000003960
6560	0.0000065500	0.0000003980
6570	0.0000065000	0.0000003990
6580	0.0000065300	0.0000003950
6590	0.0000065100	0.0000004040
6600	0.0000064900	0.0000004090
6610	0.0000065100	0.0000004140
6620	0.0000065000	0.0000003970
6630	0.0000065400	0.0000004040
6640	0.0000064900	0.0000004010
6650	0.0000065000	0.0000004000
6660	0.0000065400	0.0000004030
6670	0.0000065000	0.0000004010
6680	0.0000065000	0.0000004070
6690	0.0000064700	0.0000004010
6700	0.0000065600	0.0000004000
6710	0.0000065300	0.0000004090
6720	0.0000065200	0.0000004000
6730	0.0000065200	0.0000003940
6740	0.0000064900	0.0000004090
6750	0.0000065900	0.0000003980
6760	0.0000065600	0.0000004000
6770	0.0000065100	0.0000004070
6780	0.0000065000	0.0000003990
6790	0.0000065400	0.0000004050
6800	0.0000065400	0.0000004050
6810	0.0000065300	0.0000004010
6820	0.0000065300	0.0000004050
6830	0.0000065100	0.0000003970
6840	0.0000066100	0.0000004020
6850	0.0000065300	0.0000004040
6860	0.0000065400	0.0000004010
6870	0.0000065100	0.0000004040
6880	0.0000065000	0.0000004000
6890	0.0000065600	0.0000004010
6900	0.0000065200	0.0000004200
6910	0.0000065300	0.0000004040
6920	0.0000065100	0.0000004020
6930	0.0000065100	0.0000004160
6940	0.0000064800	0.0000004040
6950	0.0000065400	0.0000004100
6960	0.0000065400	0.0000003990
6970	0.0000065300	0.0000004050
6980	0.0000065200	0.0000004000
6990	0.0000064900	0.0000004000
7000	0.0000065100	0.0000004010
7010	0.0000064800	0.0000004020
7020	0.0000064900	0.0000004060
7030	0.0000064700	0.0000004040
7040	0.0000065100	0.0000004000
7050	0.0000065200	0.0000004010
7060	0.0000065300	0.0000004020
7070	0.0000064800	0.0000004060
7080	0.0000065400	0.0000003980
7090	0.0000065700	0.0000004030
7100	0.0000065000	0.0000004130
7110	0.0000065100	0.0000004050
7120	0.0000065300	0.0000004030
7130	0.0000064900	0.0000004040
7140	0.0000064900	0.0000004060
7150	0.0000065800	0.0000004070
7160	0.0000065400	0.0000004260
7170	0.0000065600	0.0000004080
7180	0.0000065800	0.0000004090
7190	0.0000065300	0.0000004070
7200	0.0000066000	0.0000004020
7210	0.0000066100	0.0000004060
7220	0.0000066000	0.0000004010
7230	0.0000065500	0.0000004090
7240	0.0000065400	0.0000004060
7250	0.0000065000	0.0000004000
7260	0.0000065300	0.0000004020
7270	0.0000065300	0.0000004040
7280	0.0000065300	0.0000004100
7290	0.0000065500	0.0000004020
7300	0.0000065400	0.0000004030
7310	0.0000065400	0.0000004050
7320	0.0000065200	0.0000004110
7330	0.0000065000	0.0000004060
7340	0.0000065700	0.0000004090
7350	0.0000064900	0.0000004160
7360	0.0000064700	0.0000004100
7370	0.0000065000	0.0000004070
7380	0.0000065200	0.0000004020
7390	0.0000066000	0.0000004040
7400	0.0000065600	0.0000004140
7410	0.0000065200	0.0000004120
7420	0.0000065400	0.0000004060
7430	0.0000065700	0.0000004020
7440	0.0000065500	0.0000004080
7450	0.0000065900	0.0000004040
7460	0.0000065600	0.0000004070
7470	0.0000065200	0.0000004070
7480	0.0000065200	0.0000004000
7490	0.0000064500	0.0000004160
7500	0.0000065000	0.0000004050
7510	0.0000065200	0.0000004060
7520	0.0000065300	0.0000004030
7530	0.0000065000	0.0000004030
7540	0.0000065500	0.0000004120
7550	0.0000064800	0.0000004090
7560	0.0000064900	0.0000004060
7570	0.0000065200	0.0000004060
7580	0.0000065100	0.0000004120
7590	0.0000065100	0.0000004040
7600	0.0000065600	0.0000004070
7610	0.0000063200	0.0000004060
7620	0.0000066000	0.0000004220
7630	0.0000065500	0.0000004070
7640	0.0000065200	0.0000004100
7650	0.0000066000	0.0000004070
7660	0.0000065400	0.0000004090
7670	0.0000065400	0.0000004070
7680	0.0000065600	0.0000004050
7690	0.0000065000	0.0000004050
7700	0.0000066000	0.0000004060
7710	0.0000065900	0.0000004050
7720	0.0000065400	0.0000004080
7730	0.0000065800	0.0000004100
7740	0.0000065500	0.0000004040
7750	0.0000065000	0.0000004190
7760	0.0000065900	0.0000004050
7770	0.0000065000	0.0000004060
7780	0.0000065100	0.0000004050
7790	0.0000065500	0.0000004050
7800	0.0000065700	0.0000004120
7810	0.0000065500	0.0000004110
7820	0.0000065300	0.0000004070
7830	0.0000065200	0.0000004170
7840	0.0000065100	0.0000004140
7850	0.0000065100	0.0000004270
7860	0.0000065700	0.0000004090
7870	0.0000065200	0.0000004130
7880	0.0000065200	0.0000004080
7890	0.0000064900	0.0000004120
7900	0.0000065600	0.0000004110
7910	0.0000065200	0.0000004090
7920	0.0000065400	0.0000004210
7930	0.0000065100	0.0000004110
7940	0.0000064700	0.0000004080
7950	0.0000065200	0.0000004090
7960	0.0000065400	0.0000004040
7970	0.0000065300	0.0000004080
7980	0.0000065100	0.0000004080
7990	0.0000065000	0.0000004160
8000	0.0000064900	0.0000004170
8010	0.0000065500	0.0000004140
8020	0.0000065300	0.0000004110
8030	0.0000065200	0.0000004130
8040	0.0000065200	0.0000004180
8050	0.0000065400	0.0000004120
8060	0.0000065100	0.0000004090
8070	0.0000065700	0.0000004160
8080	0.0000065100	0.0000004130
8090	0.0000065400	0.0000004130
8100	0.0000065000	0.0000004150
8110	0.0000065100	0.0000004120
8120	0.0000065500	0.0000004220
8130	0.0000065300	0.0000004170
8140	0.0000065800	0.0000004160
8150	0.0000065200	0.0000004140
8160	0.0000065400	0.0000004160
8170	0.0000065300	0.0000004120
8180	0.0000065400	0.0000004100
8190	0.0000065300	0.0000004080
8200	0.0000065200	0.0000004130
8210	0.0000065000	0.0000004140
8220	0.0000065100	0.0000004170
8230	0.0000065100	0.0000004210
8240	0.0000065000	0.0000004090
8250	0.0000065600	0.0000004130
8260	0.0000063400	0.0000004140
8270	0.0000066000	0.0000004100
